0	0.00E+00	0.00E+00
1	0.00E+00	0.00E+00
2	4.11E+00	3.70E-01
3	9.03E+00	4.97E-01
4	2.42E+00	3.20E-01
5	2.00E+00	3.05E-01
6	1.12E+00	3.17E-01
7	1.23E+00	3.05E-01
8	3.31E-01	2.79E-01
9	6.49E-01	2.71E-01
10	3.78E-01	2.13E-01
11	2.06E-01	2.48E-01
12	2.05E-01	2.41E-01
13	6.13E-02	2.27E-01
14	2.64E-01	1.75E-01
15	3.21E-01	1.81E-01
16	2.43E-01	2.07E-01
17	1.41E-01	1.71E-01
18	3.92E-01	1.61E-01
19	1.16E-01	1.61E-01
20	4.80E-02	1.61E-01
21	1.83E-01	1.54E-01
22	1.28E-01	1.93E-01
23	1.45E-01	1.59E-01
24	1.04E-01	2.01E-01
25	1.62E-01	1.90E-01
26	6.97E-02	1.64E-01
27	9.24E-02	1.71E-01
28	1.49E-01	1.95E-01
29	1.28E-01	1.95E-01
30	1.73E-01	2.17E-01
31	1.41E-01	1.95E-01
32	1.32E-01	1.93E-01
33	1.11E-01	1.94E-01
34	1.28E-01	1.95E-01
35	1.11E-01	2.25E-01
36	1.23E-01	2.09E-01
37	8.30E-02	2.12E-01
38	8.33E-02	2.15E-01
39	8.10E-02	1.97E-01
40	1.03E-01	2.24E-01
41	1.02E-01	2.26E-01
42	1.03E-01	2.17E-01
43	1.03E-01	1.92E-01
44	1.04E-01	2.03E-01
45	1.13E-01	2.08E-01
46	1.13E-01	2.01E-01
47	1.14E-01	1.97E-01
48	9.87E-02	1.85E-01
49	1.18E-01	1.82E-01
50	1.23E-01	2.15E-01
51	2.38E-01	1.85E-01
52	2.98E-01	1.58E-01
53	2.92E-01	1.75E-01
54	2.93E-01	1.90E-01
55	2.40E-01	1.71E-01
56	2.04E-01	1.70E-01
57	2.58E-01	1.69E-01
58	2.34E-01	1.69E-01
59	1.48E-01	1.69E-01
60	2.59E-02	1.70E-01
61	2.05E-02	1.69E-01
62	5.86E-02	1.70E-01
63	5.14E-02	1.96E-01
64	3.97E-02	1.46E-01
65	6.79E-02	1.76E-01
66	3.45E-02	1.63E-01
67	4.97E-02	1.90E-01
68	5.95E-02	1.77E-01
69	5.94E-02	1.74E-01
70	5.49E-02	1.76E-01
71	6.87E-02	1.72E-01
72	6.68E-02	1.66E-01
73	6.55E-02	1.66E-01
74	6.13E-02	1.74E-01
75	5.87E-02	1.84E-01
76	7.15E-02	1.88E-01
77	7.05E-02	1.83E-01
78	7.03E-02	1.89E-01
79	7.54E-02	1.65E-01
80	7.99E-02	1.65E-01
81	7.01E-02	1.63E-01
82	7.07E-02	1.97E-01
83	6.58E-02	1.87E-01
84	7.10E-02	2.13E-01
85	7.12E-02	1.96E-01
86	6.91E-02	1.85E-01
87	7.14E-02	1.95E-01
88	7.28E-02	2.18E-01
89	5.79E-02	1.77E-01
90	5.88E-02	1.93E-01
91	6.54E-02	1.86E-01
92	6.06E-02	1.94E-01
93	6.17E-02	1.70E-01
94	6.35E-02	2.01E-01
95	6.28E-02	2.20E-01
96	6.33E-02	2.27E-01
97	6.29E-02	2.23E-01
98	6.04E-02	2.23E-01
99	6.15E-02	2.09E-01
100	5.72E-02	2.30E-01
101	5.97E-02	2.21E-01
102	6.01E-02	2.18E-01
103	5.79E-02	1.72E-01
104	5.84E-02	2.20E-01
105	6.00E-02	1.56E-01
106	6.10E-02	2.25E-01
107	8.13E-02	2.32E-01
108	8.13E-02	2.33E-01
109	8.07E-02	2.27E-01
110	6.63E-02	2.35E-01
111	6.22E-02	2.22E-01
112	5.92E-02	2.10E-01
113	6.66E-02	2.22E-01
114	6.51E-02	2.75E-01
115	6.67E-02	2.18E-01
116	7.31E-02	2.78E-01
117	6.83E-02	2.38E-01
118	6.64E-02	2.73E-01
119	6.67E-02	2.45E-01
120	6.93E-02	2.45E-01
121	6.95E-02	2.19E-01
122	7.37E-02	2.21E-01
123	7.19E-02	2.14E-01
124	6.95E-02	2.19E-01
125	7.75E-02	1.60E-01
126	6.61E-02	1.87E-01
127	6.61E-02	2.13E-01
128	7.02E-02	2.03E-01
129	7.23E-02	2.00E-01
130	5.99E-02	2.20E-01
131	6.33E-02	2.22E-01
132	6.80E-02	1.43E-01
133	6.21E-02	2.17E-01
134	7.63E-02	2.18E-01
135	7.32E-02	2.05E-01
136	7.04E-02	2.27E-01
137	7.05E-02	1.86E-01
138	6.38E-02	2.21E-01
139	6.26E-02	2.21E-01
140	7.67E-02	2.23E-01
141	6.87E-02	2.22E-01
142	7.21E-02	2.28E-01
143	6.86E-02	2.39E-01
144	6.85E-02	2.14E-01
145	6.76E-02	2.28E-01
146	6.73E-02	2.26E-01
147	6.68E-02	2.20E-01
148	6.65E-02	2.20E-01
149	7.13E-02	2.22E-01
150	6.44E-02	2.22E-01
151	6.94E-02	2.31E-01
152	7.21E-02	2.27E-01
153	6.96E-02	1.79E-01
154	7.30E-02	1.82E-01
155	6.83E-02	2.14E-01
156	6.73E-02	2.17E-01
157	7.50E-02	2.17E-01
158	6.80E-02	2.31E-01
159	6.77E-02	2.17E-01
160	6.96E-02	1.79E-01
161	7.18E-02	1.80E-01
162	6.08E-02	1.79E-01
163	6.06E-02	1.73E-01
164	6.08E-02	2.11E-01
165	6.06E-02	1.77E-01
166	6.11E-02	2.14E-01
167	6.06E-02	2.36E-01
168	6.56E-02	1.60E-01
169	6.10E-02	1.80E-01
170	6.38E-02	1.80E-01
171	6.23E-02	2.05E-01
172	6.18E-02	1.45E-01
173	6.33E-02	1.65E-01
174	5.73E-02	1.41E-01
175	5.72E-02	1.86E-01
176	5.68E-02	1.88E-01
177	5.56E-02	1.74E-01
178	5.92E-02	1.90E-01
179	5.69E-02	1.83E-01
180	6.56E-02	1.90E-01
181	6.64E-02	1.76E-01
182	6.66E-02	1.76E-01
183	6.34E-02	2.01E-01
184	7.04E-02	1.96E-01
185	7.16E-02	1.94E-01
186	6.23E-02	2.01E-01
187	6.21E-02	2.06E-01
188	6.23E-02	1.95E-01
189	6.06E-02	1.91E-01
190	5.98E-02	1.98E-01
191	6.30E-02	1.92E-01
192	6.20E-02	1.74E-01
193	5.98E-02	1.97E-01
194	6.16E-02	1.80E-01
195	6.02E-02	1.59E-01
196	6.08E-02	1.78E-01
197	6.03E-02	1.58E-01
198	6.00E-02	1.80E-01
199	6.05E-02	1.80E-01
200	6.11E-02	1.77E-01
201	6.12E-02	1.69E-01
202	6.11E-02	1.83E-01
203	6.03E-02	1.81E-01
204	6.08E-02	1.78E-01
205	6.07E-02	1.85E-01
206	6.13E-02	1.77E-01
207	6.14E-02	1.80E-01
208	6.14E-02	1.78E-01
209	6.17E-02	1.74E-01
210	6.17E-02	1.81E-01
