0	0.00E+00	0.00E+00	0.00E+00	0.00E+00
1	0.00E+00	0.00E+00	0.00E+00	0.00E+00
2	2.49E-01	1.67E-01	5.80E-02	8.35E-03
3	2.23E-01	1.50E-01	5.20E-02	8.35E-03
4	2.01E-01	1.26E-01	5.20E-02	8.35E-03
5	1.56E-01	1.26E-01	5.20E-02	8.35E-03
6	1.46E-01	1.26E-01	5.20E-02	8.35E-03
7	1.35E-01	1.26E-01	5.20E-02	8.35E-03
8	1.17E-01	1.26E-01	5.20E-02	8.35E-03
9	9.34E-02	1.26E-01	5.20E-02	8.35E-03
10	8.41E-02	1.26E-01	5.20E-02	8.35E-03
11	7.23E-02	1.26E-01	5.20E-02	8.35E-03
12	6.90E-02	1.26E-01	5.20E-02	8.35E-03
13	5.55E-02	1.26E-01	5.20E-02	8.35E-03
14	5.37E-02	1.10E-01	5.20E-02	8.35E-03
15	4.38E-02	1.10E-01	5.20E-02	8.35E-03
16	4.15E-02	1.10E-01	5.20E-02	8.35E-03
17	3.26E-02	1.10E-01	5.20E-02	8.35E-03
18	2.38E-02	1.10E-01	5.20E-02	8.35E-03
19	2.38E-02	1.10E-01	5.20E-02	8.35E-03
20	2.38E-02	1.10E-01	5.20E-02	8.35E-03
21	2.38E-02	1.10E-01	5.20E-02	8.35E-03
22	2.38E-02	1.10E-01	5.20E-02	8.35E-03
23	2.38E-02	1.10E-01	5.20E-02	8.35E-03
24	2.38E-02	1.10E-01	5.20E-02	8.35E-03
25	2.38E-02	1.10E-01	5.20E-02	8.35E-03
26	2.38E-02	1.10E-01	5.20E-02	8.35E-03
27	2.38E-02	1.10E-01	5.20E-02	8.35E-03
28	2.38E-02	1.10E-01	5.20E-02	8.35E-03
29	2.38E-02	1.10E-01	5.20E-02	8.35E-03
30	2.38E-02	1.10E-01	5.20E-02	8.35E-03
31	2.38E-02	1.10E-01	5.20E-02	8.35E-03
32	2.38E-02	1.10E-01	5.20E-02	8.35E-03
33	2.38E-02	1.10E-01	5.20E-02	8.35E-03
34	2.38E-02	1.10E-01	5.20E-02	8.35E-03
35	2.38E-02	1.10E-01	5.20E-02	8.35E-03
36	2.38E-02	1.10E-01	5.20E-02	8.35E-03
37	2.38E-02	1.10E-01	5.20E-02	8.35E-03
38	2.38E-02	1.10E-01	5.20E-02	8.35E-03
39	2.38E-02	1.10E-01	5.20E-02	8.35E-03
40	2.38E-02	1.10E-01	5.20E-02	8.35E-03
41	2.38E-02	1.10E-01	5.20E-02	8.35E-03
42	2.38E-02	1.10E-01	5.20E-02	8.35E-03
43	2.38E-02	1.10E-01	5.20E-02	8.35E-03
44	2.38E-02	1.10E-01	5.20E-02	8.35E-03
45	2.38E-02	1.10E-01	5.20E-02	8.35E-03
46	2.38E-02	1.10E-01	5.20E-02	8.35E-03
47	2.38E-02	1.10E-01	5.20E-02	8.35E-03
48	2.38E-02	1.10E-01	5.20E-02	8.35E-03
49	2.38E-02	1.10E-01	5.20E-02	8.35E-03
50	2.38E-02	1.10E-01	5.20E-02	8.35E-03
51	2.38E-02	1.10E-01	5.20E-02	8.35E-03
