0	0.00E+00	0.00E+00
1	0.00E+00	0.00E+00
2	3.01E+00	1.24E-01
3	3.01E+00	2.07E-02
4	2.40E+00	2.07E-02
5	1.92E+00	2.07E-02
6	1.87E+00	2.07E-02
7	4.50E-01	2.07E-02
8	4.72E-01	2.26E-02
9	9.81E-01	9.53E-05
10	8.63E-01	9.53E-05
11	8.31E-01	8.07E-05
12	3.32E-01	9.53E-05
13	3.32E-01	7.40E-05
14	3.19E-01	1.58E-05
15	1.21E-01	1.47E-05
16	1.13E-01	1.47E-05
17	1.13E-01	1.47E-05
18	1.13E-01	1.47E-05
19	1.13E-01	1.47E-05
20	1.12E-01	1.19E-05
21	1.12E-01	1.17E-05
22	4.87E-02	1.17E-05
23	4.87E-02	1.17E-05
24	4.78E-02	1.17E-05
25	4.82E-02	1.14E-05
26	3.71E-02	1.15E-05
27	1.99E-02	1.14E-05
28	1.97E-02	1.13E-05
29	1.99E-02	1.13E-05
30	1.28E-02	1.13E-05
31	3.58E-03	1.03E-05
32	4.04E-03	3.21E-06
33	3.26E-03	3.21E-06
34	6.15E-04	3.23E-06
35	5.81E-04	3.23E-06
36	5.20E-03	3.23E-06
37	4.38E-03	3.23E-06
38	4.38E-03	4.35E-06
39	2.47E-04	3.77E-06
40	3.86E-04	3.77E-06
41	3.88E-05	3.67E-06
42	3.88E-05	3.69E-06
43	6.35E-05	3.69E-06
44	6.35E-05	3.54E-06
45	2.77E-05	3.54E-06
46	3.98E-05	3.54E-06
47	9.71E-06	3.43E-06
48	9.71E-06	3.43E-06
49	9.71E-06	3.43E-06
50	9.71E-06	3.43E-06
51	9.43E-06	3.15E-06
52	9.43E-06	3.15E-06
53	1.09E-05	3.15E-06
54	1.09E-05	3.15E-06
55	1.03E-05	3.15E-06
56	1.03E-05	3.15E-06
57	1.03E-05	3.11E-06
58	6.61E-06	3.11E-06
59	6.20E-06	3.11E-06
60	5.79E-06	3.11E-06
61	1.03E-05	3.11E-06
62	1.03E-05	3.11E-06
63	1.03E-05	3.11E-06
64	1.03E-05	3.11E-06
65	1.03E-05	3.11E-06
66	6.14E-06	3.11E-06
67	6.14E-06	3.11E-06
68	6.14E-06	3.11E-06
69	1.03E-05	3.11E-06
70	9.79E-07	3.11E-06
71	9.79E-07	3.11E-06
72	8.79E-07	3.19E-06
73	8.79E-07	3.19E-06
74	7.64E-09	3.19E-06
75	5.10E-09	3.19E-06
76	5.10E-09	3.19E-06
77	6.17E-09	3.19E-06
78	7.59E-07	1.53E-06
79	5.18E-09	1.53E-06
80	5.18E-09	1.53E-06
81	2.99E-09	1.33E-06
82	2.99E-09	1.33E-06
83	2.99E-09	1.33E-06
84	2.99E-09	1.33E-06
85	2.99E-09	1.33E-06
86	2.36E-02	1.33E-06
87	2.50E-02	1.32E-06
88	3.36E-04	1.22E-06
89	4.54E-04	1.22E-06
90	4.01E-10	1.22E-06
91	4.01E-10	1.22E-06
92	4.01E-10	1.22E-06
93	4.01E-10	1.22E-06
94	4.01E-10	1.22E-06
95	4.01E-10	1.22E-06
96	4.01E-10	1.39E-06
97	4.01E-10	1.39E-06
98	4.01E-10	1.22E-06
99	4.01E-10	1.39E-06
100	4.01E-10	1.39E-06
101	4.01E-10	1.39E-06
102	4.01E-10	1.39E-06
103	4.01E-10	1.39E-06
104	4.01E-10	1.39E-06
105	4.01E-10	1.23E-06
106	4.01E-10	1.23E-06
107	4.01E-10	7.34E-07
108	4.01E-10	7.34E-07
109	4.01E-10	7.34E-07
110	4.01E-10	7.34E-07
111	3.98E-10	7.31E-07
112	3.98E-10	7.31E-07
113	3.98E-10	7.31E-07
114	3.98E-10	7.31E-07
115	3.98E-10	7.31E-07
116	3.98E-10	7.32E-07
117	3.98E-10	7.32E-07
118	3.98E-10	7.31E-07
119	3.98E-10	7.32E-07
120	3.98E-10	7.32E-07
121	3.98E-10	7.34E-07
122	3.98E-10	7.31E-07
123	3.98E-10	7.31E-07
124	3.98E-10	7.34E-07
125	3.98E-10	7.34E-07
126	3.98E-10	8.20E-07
127	3.98E-10	8.20E-07
128	3.98E-10	8.09E-07
129	5.42E-11	5.67E-07
130	5.42E-11	5.67E-07
131	5.42E-11	5.67E-07
132	5.42E-11	5.67E-07
133	5.42E-11	5.62E-07
134	5.42E-11	6.66E-07
135	5.42E-11	5.62E-07
136	5.42E-11	5.62E-07
137	5.42E-11	5.62E-07
138	5.42E-11	5.62E-07
139	5.42E-11	5.62E-07
140	5.42E-11	5.83E-07
141	5.42E-11	5.83E-07
142	5.42E-11	5.83E-07
143	5.42E-11	5.83E-07
144	5.42E-11	5.83E-07
145	5.39E-11	5.83E-07
146	5.42E-11	5.82E-07
147	5.42E-11	5.82E-07
148	5.42E-11	5.82E-07
149	5.42E-11	5.82E-07
150	5.42E-11	5.82E-07
151	5.42E-11	5.82E-07
152	5.42E-11	5.82E-07
153	5.42E-11	6.85E-07
154	5.39E-11	5.66E-07
155	5.37E-11	7.27E-07
156	5.39E-11	7.27E-07
157	5.39E-11	7.27E-07
158	5.39E-11	5.66E-07
159	5.39E-11	7.27E-07
160	3.19E-11	7.27E-07
161	3.19E-11	7.27E-07
162	3.19E-11	7.27E-07
163	3.19E-11	7.27E-07
164	3.19E-11	7.24E-08
165	3.19E-11	7.24E-08
166	3.19E-11	7.47E-08
167	3.19E-11	7.44E-08
168	3.19E-11	6.04E-08
169	3.19E-11	6.04E-08
170	3.19E-11	7.44E-08
171	3.19E-11	6.04E-08
172	3.19E-11	6.04E-08
173	3.19E-11	2.09E-08
174	3.19E-11	2.09E-08
175	3.19E-11	2.09E-08
176	3.19E-11	2.09E-08
177	3.19E-11	2.09E-08
178	3.19E-11	2.09E-08
179	3.19E-11	2.09E-08
180	3.19E-11	2.09E-08
181	3.19E-11	2.09E-08
182	3.19E-11	2.07E-08
183	3.19E-11	2.07E-08
184	3.19E-11	2.07E-08
185	3.19E-11	2.07E-08
186	3.19E-11	2.07E-08
187	3.19E-11	1.59E-08
188	3.19E-11	1.59E-08
189	3.19E-11	1.54E-08
190	3.19E-11	1.54E-08
191	3.19E-11	1.54E-08
192	3.19E-11	1.55E-08
193	3.19E-11	1.55E-08
194	3.19E-11	1.55E-08
195	3.19E-11	1.54E-08
196	1.10E-11	1.54E-08
197	1.10E-11	1.55E-08
198	1.10E-11	1.55E-08
199	1.10E-11	1.55E-08
200	1.10E-11	1.55E-08
201	1.10E-11	1.54E-08
202	1.10E-11	1.55E-08
203	1.10E-11	2.04E-08
204	1.10E-11	1.55E-08
205	1.10E-11	1.55E-08
206	1.10E-11	1.55E-08
207	1.10E-11	1.54E-08
208	1.09E-11	1.60E-08
209	1.09E-11	1.60E-08
210	1.09E-11	1.54E-08
