0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	0.000000e+00	3.920836e+00	
1.706802e-01	0.000000e+00	3.920836e+00	
0.000000e+00	0.000000e+00	3.920836e+00	
0.000000e+00	0.000000e+00	0.000000e+00	
7.398797e+00	6.726179e-01	0.000000e+00	
7.367160e+00	1.020627e+00	1.367075e-03	
7.398797e+00	6.726179e-01	0.000000e+00	
0.000000e+00	0.000000e+00	0.000000e+00	
1.989100e-01	0.000000e+00	2.188010e+00	
1.676145e-01	2.279200e-03	2.190855e+00	
1.989100e-01	0.000000e+00	2.188010e+00	
0.000000e+00	0.000000e+00	0.000000e+00	
8.114221e-01	1.622844e-01	0.000000e+00	
8.047933e-01	1.954288e-01	3.335880e-02	
8.114221e-01	1.622844e-01	0.000000e+00	
0.000000e+00	0.000000e+00	0.000000e+00	
1.445141e+00	2.890281e-01	0.000000e+00	
1.436781e+00	3.308266e-01	2.815693e-02	
1.445141e+00	2.890281e-01	0.000000e+00	
0.000000e+00	0.000000e+00	0.000000e+00	
9.778131e-01	1.955626e+00	0.000000e+00	
8.439801e-01	2.022543e+00	4.265481e-03	
9.778131e-01	1.955626e+00	0.000000e+00	
0.000000e+00	0.000000e+00	0.000000e+00	
7.524022e-02	2.257207e-01	6.019218e-01	
8.813849e-02	1.924629e-01	6.127812e-01	
7.524022e-02	2.257207e-01	6.019218e-01	
0.000000e+00	0.000000e+00	0.000000e+00	
1.132405e+00	1.415506e-01	4.246518e-01	
1.124543e+00	1.612989e-01	4.390347e-01	
1.132405e+00	1.415506e-01	4.246518e-01	
0.000000e+00	0.000000e+00	0.000000e+00	
7.382935e+00	6.711759e-01	0.000000e+00	
7.387919e+00	6.163495e-01	0.000000e+00	
7.382935e+00	6.711759e-01	0.000000e+00	
0.000000e+00	0.000000e+00	0.000000e+00	
7.625357e-01	8.387893e+00	0.000000e+00	
5.058804e-01	8.411225e+00	7.192070e-02	
7.625357e-01	8.387893e+00	0.000000e+00	
0.000000e+00	0.000000e+00	0.000000e+00	
1.155576e+00	3.466728e+00	0.000000e+00	
1.194466e+00	3.453765e+00	2.016963e-03	
1.155576e+00	3.466728e+00	0.000000e+00	
0.000000e+00	0.000000e+00	0.000000e+00	
2.834743e-01	6.614400e-01	1.889828e-01	
3.115733e-01	6.496741e-01	1.880149e-01	
2.834743e-01	6.614400e-01	1.889828e-01	
0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	6.058864e-02	6.664751e-01	
0.000000e+00	5.297260e-02	6.671674e-01	
0.000000e+00	6.058864e-02	6.664751e-01	
0.000000e+00	0.000000e+00	0.000000e+00	
6.639002e+00	1.327800e+00	0.000000e+00	
6.690204e+00	1.071791e+00	6.397051e-05	
6.639002e+00	1.327800e+00	0.000000e+00	
0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	0.000000e+00	3.905975e+00	
1.003330e-01	5.150887e-02	3.905975e+00	
0.000000e+00	0.000000e+00	3.905975e+00	
0.000000e+00	0.000000e+00	0.000000e+00	
2.788950e+00	0.000000e+00	1.992107e+00	
2.626257e+00	1.602422e-02	2.219877e+00	
2.788950e+00	0.000000e+00	1.992107e+00	
0.000000e+00	0.000000e+00	0.000000e+00	
2.503330e+00	9.387488e-01	3.129163e-01	
2.468500e+00	1.056298e+00	2.389064e-01	
2.503330e+00	9.387488e-01	3.129163e-01	
0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	4.192592e-01	4.611852e+00	
1.792447e-02	4.319620e-01	4.610697e+00	
0.000000e+00	4.192592e-01	4.611852e+00	
0.000000e+00	0.000000e+00	0.000000e+00	
1.270065e-01	1.270065e-01	1.270065e+00	
1.681049e-01	1.496170e-01	1.263694e+00	
1.270065e-01	1.270065e-01	1.270065e+00	
